id;artist;album
MzYQR6ePkiw;the tallest man on earth;sometimes the blues is just a passing bird ep
pwDvi7BFJGw;salem;king night
qMsnKVtohy0;women;public strain
kxHrdmYZrxE;neil young;le noise
w8Bs5XGU1vg;no age;everything in between
z1ahI9rAFgU;nails;unsilent death
LP-Vdm27vS4;deerhunter;halcyon digest
N7LyYAx3bpU;swans;my father will guide me up a rope to the sky
F2HofRWJrc4;flying lotus;pattern+grid world ep
9pVPVR_oYuM;black mountain;wilderness heart
KJUXbD0MlHU;black milk;of the year
RXEfX-diMwc;future islands;in evening air
KdoJNfTm-Hc;brandon flowers;crossfire track
NTqEw597UZI;chromeo;business casual
ZJcfSk9f3YE;the walkmen;lisbon
1RuC_S06xwY;grinderman;grinderman 2
jNBYi07Q7GQ;blonde redhead;penny sparkle
Jhxy8MV9S70;of montreal;false priest
HtZpjuo2BBo;weezer;hurley
oL-_u9IKQfc;tera melos;patagonian rats
HQx-nFyc0So;watain;lawless darkness
5QPBbc5PmAQ;miami horror;illumination
nu23M18PwPE;interpol;titled
dJ2hPTt1Rkc;cee lo green;fuck you track
87H2nRX0Ya8;magic kids;memphis
h3L42McXVnE;mogwai;special moves
xjVzCXICeuA;klaxons;surfing the void
8TY2SJEq3SI;matmos and so percussion;treasure state
DPRnDY0jZ4I;animal collective;oddsac movie
LCixPRPXCb8;sufjan stevens;all delighted people ep
Vng4RQPCZYA;fever ray;mercy street track
NouYDsQHC3Q;no age;glitter track
W86MneOdcW0;teen daze;four more years
-DkT8NwxAQA;iron maiden;the final frontier
eqmp86d17fM;thou;summit
X5fhQd3JGuc;various artists;beat airways
uqY4vTcKTjg;autolux;transit transit
rUrhOERq7mE;weezer;memories track
JIOuOK7sUV8;the budos band;the budos band iii
Z5ODIutKoNs;bare wires;i love you tonite track
gHJrGGBcP0E;daughters;titled
r5JLOjog1E0;the twilight sad;the wrong car track
mHUzdIKQ5x0;ceremony;rohnert park
X3qyysxKEkU;arcade fire;the suburbs
c5kn_TB90gA;dangermouse and sparklehorse;dark night of the soul
0DryZn9n6po;wild nothing;gemini
Om8Nh5Zw5jc;best coast;crazy for you
WAX0VFfGQDo;mono/poly;paramatma
xId8g9JmXMw;dumbo gets mad;plumy tale track
S8HRhbucYiw;baths;cerulean
mm7grFGcfIU;cut copy;where i'm going track
Us2q-4BFSlA;the books;the way out
0je8it7hG3g;mia;maya (/\/\ /\ y /\)
gtyH07BM4TA;alcest;écailles de lune track
4pmTuXGyCPE;dirty projectors and bjork;mount wittenberg orca
TvPFu80ZVz0;panda bear;tomboy / slow motion track
du-Szi7pGRE;superhumanoids;urgency
6Eiy1V32zws;washed out;you and i track
EOJLDZMDS1A;noveller;desert fires
GqT7NVvRDBQ;big boi;sir lucious left foot: the son of chico dusty
2KoLHtolHkQ;club 8;the people's record
X2xEj8wiS88;interpol;lights track
Q8Jp4U2BBnI;wavves;king of the beach
a1HzLIKAQ4A;the roots;how i got over
Q2nYEWeAR-s;wolf parade;expo 86
WnoLpkdUDng;various artists;cloud cuckooland
YMyzLX4-Lv4;emeralds;does it look like i'm here?
AxvUaBMM8Xg;magic kids;summer track
ABAea7gFO5I;laurie anderson;homeland
3niVOWuSVF4;janelle monáe;the archandroid
ynJ2Fhx9E5Q;civil civic;run overdrive / fuck youth track
LwDNWYvFpYs;uffie;sex dreams and denim jeans
FZnXhfwF8rg;band of horses;infinite arms track
Gko3qhyrBAw;devo;something for everybody
pkcnbD9DT6o;the radio dept.;clinging to a scheme
95i8EtUH7q8;villagers;becoming a jackal
vFozdNxwJZM;foals;total life forever
cUXCNgJSmzU;the drums;titled
qS84qVZz27Q;black mountain;old fangs track
A38cOUWdK9k;suckers;wild smile
S4HW7jmRXeE;ariel pink's haunted graffiti;before today
Wj_P3CQUXZE;here we go magic;pigeons
7Hq8WgQ-6Gs;sleepy sun;fever
pzsUK9Iq4DU;melvins;the bride screamed murder
t70fklNoFBI;tame impala;innerspeaker
LEuxWZ_0zwc;guilty simpson;oj simpson
-l_acNr2uMo;ratatat;lp4
fAEAaIqEuVI;arcade fire;month of may / the suburbs track
OElyc_yZU54;xasthur;portal of sorrow
wwikVZU7CfA;tobacco;maniac meat
DxDiyg9IMKU;harlem;hippies
1aJXrwCX20U;sleigh bells;treats
0zMQS8YxYNA;the black keys;brothers
yjUB20WlJnw;ratatat;party with children
3Hbhb5CGEB0;lcd soundsystem;this is happening
v_7WlMvv50I;the dead weather;sea of cowards
Lfw6vPZAUtc;the new pornographers;together
ncrpTX6jR5w;woods;at echo lake
DuMUDldrG3g;the national;high violet
ySXryTlo9Ac;holy fuck;latin
cndwH6byJnk;little women;throat
O0hpcqwBUKU;black keys;"""next girl"""
KCuamde9Atc;flying lotus;cosmogramma
5xIQCY__HQ0;broken social scene;forgiveness rock record
VXaKHorhNIQ;foals;this orient
YFKNa0z_XzU;health;usa boys
II-Dj_gtRL4;crystal castles;titled
jd8olhovn6w;blur;fool's day
JsQHABGsCUQ;darkthrone;circle the wagons
Pm-Y6U3d7W8;mia;born free
U6Wxvlbu72c;happy birthday;titled
HtbAw6jnOAk;crystal castles;"""doe deer"" / ""celestica"""
OOlTZk_I14E;caribou;swim
K7nxzVgxlhY;lcd soundsystem;drunk girls
ynE0NztYvoc;iggy and the stooges;raw power  (legacy remaster)
LNlYvkNNX04;the tallest man on earth;the wild hunt
D12g4LXpXsI;titus andronicus;the monitor
qrYfTxRj_c8;deftones;diamond eyes
aOcOsJjgj6M;dum dum girls;"""jail la la"""
QNRGDeXpnvU;burzum;belus
dccOsytXSJk;awesome color;"""transparent"" track"
PlNynmu_Cp0;jonsi;go
nmZuDtqod70;autechre;oversteps
Ec4Vw1ERk8o;the morning benders;big echo
NJ7htMtCxcI;the national;"""bloodbuzz ohio"" track"
G6koCbQeg94;mgmt;congratulations
c5j8_b8aFnw;portugal. the man;american ghetto
DokfQZFDxek;gonjasufi;a sufi and a killer
RSiRLY5Usgg;holy fuck;"""latin america"" track"
GW67m43fgO4;arckanum;þþþþþþþþþþþ
lVj-lS3bfUc;broken bells;broken bells
3vl5QXJolYU;ariel pink's haunted graffiti;"""round and round"""
xBKlf53peNY;liars;sisterworld
_NHyY22Nx4U;mgmt;"""flash delirium"" track"
SFLvAe2k0Z0;high on fire;snakes for the divine
ftt175Djodk;the knife;tomorrow, in a year
A9RLE74OXUY;gorillaz;plastic beach
