ARTISTS,ALBUM TITLE,SCORE,GENDER
Juice Wrld,Goodbye & Good Riddance,5,M
(Sandy) Alex G,House Of Sugar,5,M
The World Is A Beatiful Place And I Am No Longer Afraid To Die,Between Bodies,5,#N/A
Big Boi,Vicious Lies And Dangerous Rumors,5,M
Migos,No Label 2,5,#N/A
Mick Jenkins,The Healing Component,5,M
Tim Hecker & Daniel Lopatin,Instrumental Tourist,5,#N/A
Justice,Woman,5,#N/A
The Weeknd,"My Dear Melancholy,",5,M
Tera Malos,Patagonian Rats,5,#N/A
M.I.A.,/\/\ /\ Y /\,5,F
Autechre,Oversteps,5,#N/A
Broken Bells,Broken Bells,5,#N/A
Cyhi The Prynce,No Dope On Sundays,5,M
Bon Iver,"22, A Million",5,#N/A
Dave,Pyschodrama,5,M
Jackboys & Travis Scott,Jackboys,5,#N/A
Battles,Juice B Crypts,5,#N/A
American Football,American Football,5,#N/A
Holly Herndon,Proto,5,F
Nosaj Thing,Homa,5,M
Chelsea Wolfe,Birth Of Violence,5,F
Kirk Knight,Late Night Special,5,M
Timber Timbre,"Sincerely, Future Pollition",5,#N/A
Childish Gambino,Becuase The Internet,5,M
Westside Gunn,Hitler Wears Hermes 7,5,M
Red Hot Chilli Peppers,I'm With You,5,#N/A
Uncommon Nasa & Kount Fif,City As School,5,#N/A
Future,Future,5,M
King Gizzard And The Lizard Wizard & Mild High Club,Sketches Of Brunswick East,5,#N/A
Nick Cave & The Bad Seeds,Push The Sky Away,5,#N/A
Deerhunter,Why Hasn't Everything Already Disappeared?,5,#N/A
Yeah Yeah Yeahs,Mosqiuto,5,#N/A
A$Ap Mob,Cozy Tapes Vol.1 Friends,5,#N/A
The Lonely Island,Turleneck & Chain,5,#N/A
Yg,Stay Dangerous,5,M
Letlive.,The Blackest Beatiful,5,#N/A
Logic,Everybody,5,M
Hair Maly Mallon,Bestiary,5,#N/A
Post Malone,Hollywood's Bleeding,5,M
Rex Orange Country,Pony,5,M
Kreator,Phantom Antchrist,5,#N/A
J.Cole,Born Sinner,5,M
Czarface & Ghostface Killah,Czarface Meets Ghostface,5,#N/A
Earl Sweatshirt,Feet Of Clay,5,M
Rammstein,Rammstein,5,#N/A
Morissey,World Peace Is None Of Your Business,5,M
Laura Farling,Semper Ferina,5,#N/A
Sturgill Simpson,Sound & Fury,5,M
Raekwon,Shaloin Vs. Wu-Tang,5,M
James Blake,The Colour In Anything,5,M
Negura Banket,Tau,5,#N/A
Cage The Elephant,Thank You Happy Birthday,5,#N/A
Bts,Map Of The Soul: Persona,5,#N/A
Unkown Mortal Orchestra,Unkown Mortal Orchestra,5,#N/A
Little Simz,Stilness In Wonderland,5,F
Woods,Sun & Shade,5,#N/A
Clairo,Immunity,5,F
Dababy,Kirk,5,M
Join Us,They Might Be Giants,5,#N/A
Actress,R.I.P.,5,M
Descendents,Hypercaffium Spazzinate,5,#N/A
Daniel Ceasar,Case Study 01,5,#N/A
Schoolboy Q,Crash Talk,5,M
Squarepusher,Shoebaleader One: D'demonstrator,5,M
Young Thug,Beatiful Thugger Girls,5,M
Bad Bunny,X 100pre,5,M
The Underachievers,Lords Of Flatbush,5,#N/A
Future & Young Thug,Super Slimey,5,#N/A
Mark Ronson & The Business Intl,Record Collection,5,#N/A
Azelia Banks,Broke With Expensive Taste,5,F
"Sufjan Stevens, Bryce Dessner, Nico Muhly, James Mcalister",Planetarium,5,#N/A
Logic,Bobby Tarantino,5,M
Sleater-Kinney,The Center Won't Hold,5,#N/A
Benjamim Clementine,I Tell A Fly,5,M
Skepta,Vicious,5,M
The Raconteurs,Help Us Stranger,5,#N/A
Drake,So Far Gone,5,M
Harry Styles,Fine Line,5,M
Cut Copy,Zonoscoe,5,#N/A
Mastadon,The Hunter,5,#N/A
Flying Lotus,Flamagra,5,M
A$Ap Rocky,At.Long.Last.A$Ap,5,M
Spaceghostpurrp,Mysterious Phonk: The Chronicles Of Spaceghostpurpp,5,M
Angel Olsen,Burn Your Fire With No Witness,5,F
Schoolboy Q,Habist & Contradictions,5,M
Micheal Cera,True That,5,#N/A
Big Thief,U.F.O.F.,5,#N/A
Darkthrone,Circle The Wagons,5,#N/A
Hitaus Kaiyote,Choose Your Weapon,5,#N/A
Lil Peep,Eveeybody's Everything,5,M
P.O.S.,We Don't Even Live Here,5,M
Amine,Good For You,5,M
Courtney Barnett,Tell Me How You Reall Feel,6,F
The Smith Street Band,More Scared Of You Than You Are Of Me,6,#N/A
Vivian Girls,Memory,6,#N/A
Boris,Heavy Rocks,6,#N/A
Knocked Loose,A Different Shade Of Blue,6,#N/A
Boards Of Canada,Tmorrow's Harvest,6,#N/A
"Badbadnotgood, Ghostface Killah",Sour Soul,6,#N/A
Earthgang,Mirrorland,6,#N/A
Czarface,A Fistful Of Peril,6,#N/A
Vince Staples,Summertime '06,6,M
Rae Sremmurd,Sremmlife 2,6,#N/A
Jonsi,Go,6,M
J.Cole,2014 Forest Hills Drive,6,M
Taylor Swift,Lover,6,F
Kevin Abstract,Arizona Baby,6,M
Matmos & So Percusion,Treasure State,6,#N/A
Madeon,Good Faith,6,M
King Gizzard And The Lizard Wizard,Murder Of The Universe,6,#N/A
Pond,Man It Feels Like Space Again,6,#N/A
Slipknot,We Are Not Your Kind,6,#N/A
Action Bronson / Party Supplies,Blue Chips 2,6,#N/A
Boogie,Everythings For Sale,6,M
Solange,When I Get Home,6,F
Future Islands,On The Water,6,#N/A
Tonetta,777,6,M
"Drake, Future",What A Time To Be Alive,6,#N/A
Belle & Sebastian,Write About Love,6,#N/A
Quavo & Travis Scott,"Huncho Jack, Jack Huncho",6,#N/A
La Dispute,Panaorama,6,#N/A
(Sandy) Alex G,Beach Music,6,M
Big K.R.I.T.,Tdt,6,M
Babyfather,Bbf Hosted By Dj Escrow,6,#N/A
Oh Sees,Face Stabber,6,#N/A
Bon Iver,"I,I",6,#N/A
Kurt Vile,B'lieve I'm Goin Down,6,M
Jessica Pratt,Quiet Signs,6,F
Vampire Weekend,Father Of The Bride,6,#N/A
The Bug,Angels And Devils,6,M
Revenge,Behold.Total.Rejection,6,#N/A
03:33,In The Middle Of Infinity,6,#N/A
Everyhting Everything,A Fever Dream,6,#N/A
Foals,Everything Not Saved Will Be Lost (Part 1),6,#N/A
Macklemore & Ryan Lewis,The Unruly Mess I've Made,6,#N/A
Snail Mail,Lush,6,F
Lcd Soundsystem,Electric Lady Sessions,6,#N/A
Kanye West,My Beatiful Dark Twisted Fantasy,6,M
Belle & Sebastian,Girls In Peacetime Want To Dance,6,#N/A
Hannah Diamond,Reflections,6,F
Jeff Rosenstock,Post-,6,M
Milo,Budding Ornithologists Are Weary Of Tires Analogies,6,M
Idk,Is He Real?,6,M
"Jesu, Sun Kil Moon",Jesu/Sun Kil Moon,6,#N/A
Death From Above,The Physical World,6,#N/A
Fashawn,Higher Learning Vol.2,6,M
The Flaming Lips,King's Mouth,6,#N/A
Rico Nasty & Kenny Beats,Anger Management,6,#N/A
John Wanderslice,White Wilderness,6,M
Caribou,Swim,6,M
Matana Roberts,Coin Coin Chapter Three: River Run Thee,6,F
Lou Reed & Metallica,Lulu,6,#N/A
Guilty Simpson,Oj Sipmson,6,M
Agalloch,The Serpent & The Sphere,6,#N/A
Little Big,"Antipositive, Pt. 2",6,#N/A
Blonde Redhead,Barragan,6,#N/A
Rich Brian,The Sailor,6,M
Panda Bear,Mr Noah,6,M
Weezer,Weezer (Teal Album),6,#N/A
Code Orange,Love Is Love // Return To Dust,6,#N/A
Zillakami & Sosmula,City Morgue Vol. 1 : Hell Or High Water,6,#N/A
Cx Ki̇Dtroni̇K,Krak Attack 2: Ballad Of Elli Skiff,6,#N/A
Scott Walker & Sunn O))),Soused,6,#N/A
2 Chainz,Rap Or Go To The League,6,M
Sleaford Mods,English Tapas,6,#N/A
Lil Wayne,The Carter V,6,M
Angel Olsen,All Mirrors,6,F
Tomb Mold,Planetary Clairvoyance,6,#N/A
Circle Takes The Square,Decompositions: Volume Number One,6,#N/A
The World Is A Beatiful Place And I Am No Longer Afraid To Die,Always Foreign,6,#N/A
Purity King,Shrines,6,#N/A
Boots,Aquaria,6,M
Bedwetter,Volume 1: Flick Your Tongue Against Your Teeth And Describe The Present.,6,#N/A
Dreamville,Revenge Of The Dreamers Iii,6,#N/A
Kayo Dot,Coffins On Lo,6,#N/A
Toro Y Moi,Outer Peace,6,M
Blood Orange,Angel's Pulse,6,M
Jay-Z,Magna Carta Holy Grail,6,M
The Vaccines,What Did You Expect From Vaccines?,6,#N/A
Lotus Plaza,Spooky Distance At A Distance,6,M
Aries,Welcome Home,6,M
The Chemical Brothers,No Geography,6,#N/A
Oneohtrix Point Never,Age Of,6,M
Marching Church,The World Is Not Enough,6,#N/A
Myrkur,Mareridt,6,F
Little Dragon,Nabuma Rubberland,6,#N/A
Darkthrone,The Undergorund Resistance,6,#N/A
Kim Petras,Clarity,6,F
Kaytranada,99.90%,6,M
Offset,Father Of 4,6,M
Ryhe,Woman,6,#N/A
Bts,Love Yourself 轉 Tear,6,#N/A
2814,Rain Temple,6,#N/A
Jai Paul,Leak 04-13 (Bait Ones),6,M
Mount Eerie & Julie Doiron,Lost Wisdom Pt. 2,6,M
Bon Iver,"Bon Iver, Bon Iver",6,#N/A
Thou,Magus,6,#N/A
Jimmy The Burnout,Nocando,6,M
Noel Gallagher's High Flying Birds,Who Built The Moon?,6,#N/A
Iron Raegan,Crossover Ministry,6,#N/A
J.Cole,Cole World: The Sideline Story,6,M
Cattle Decapitation,Death Atlas,6,#N/A
Big Sean,I Decided.,6,M
Marilyn Manson,The Pale Emperor,6,M
Autospy,The Headless Ritual,6,#N/A
Billy Woods,Terror Management,6,M
Waste Of Space Orchestra,Syntheosis,6,#N/A
Bring Me The Horizon,Amo,6,#N/A
Liars,Sisterworld,6,#N/A
Panda Bear,Buoys,6,M
Full Of Hell,Weeping Choir,6,#N/A
Niki & The Dove,Instict,6,#N/A
Lil Nas X,7,6,M
Beyonce,Beyonce,6,F
Adam Green & Binki Shapiro,Adam Green & Binki Shapiro,6,#N/A
Flatbush Zombies,3001: A Larced Odyssey,6,#N/A
Juice Wrld,Death Race For Love,6,M
Metallica,Hardwired... To Self-Destruct,6,#N/A
St. Vincent,Masseduction,6,F
Iron & Wine,Kiss Each Other Clean,6,M
Bones,Paidprogramming2,6,M
Ariel Pink's Haunted Grafitti,Mature Themes,6,M
Sleaford Mods,Divide And Exit,6,#N/A
The 1975,A Brief Inqury Into Online Relationships,6,#N/A
Deftones,Koi No Yakan,6,#N/A
The Morning Benders,Big Echo,6,#N/A
Tv On The Radio,Seeds,6,#N/A
Benny The Butcher,The Plugs I Met,6,M
Das Racist,"Shut Up, Dude",6,#N/A
American Football,American Football [Lp 3],7,#N/A
Ghostface Killah & Adrian Younge,Twelve Reasons To Die Ii,7,M
Kayo Dot,Hubrado,7,#N/A
Seeyouspacecowboy,Songs For The Firing Squad,7,#N/A
Cee-Lo Green,The Lady Killer,7,M
Clam Casino,32 Levels,7,M
King Gizzard And The Lizard Wizard,Fishing For Fishies,7,#N/A
Weedeater,Jason... The Dragon,7,#N/A
Florence + Machine,How Big How Blue How Beatiful,7,#N/A
Baroness,Yellow & Green,7,#N/A
King Gizzard And The Lizard Wizard,Polygondwanaland,7,#N/A
Sun Kil Moon,I Also Want To Die In New Orleans,7,#N/A
G Herbo,Welcome To Fazoland,7,M
William Basinski,A Shadow In Time,7,M
21 Savage,I Am > I Was,7,M
Megan Thee Stallion,Fever,7,F
Sharon Van Etten,Remind Me Tomorrow,7,F
Boy Who Cried Wolf,Wifisfuneral,7,#N/A
Black Milk & Danny Brown,Black And Brown!,7,#N/A
Clams Casino,Instrumental 2,7,M
Swans,Leaving Meaning.,7,#N/A
Blue & Exile,Give Me My Flowers While I Can Still Smell Them,7,#N/A
Wild Beats,Present Tense,7,#N/A
Future,The Wizrd,7,M
Clarence Clarity,Think : Peace,7,M
Lcyus,Tempest,7,#N/A
King Gizzard And The Lizard Wizard,Paper Mache Dream Balloon,7,#N/A
Iceage,Beyondless,7,#N/A
Oliver Tree,Do You Feel Me?,7,M
Fka Twigs,Magdalene,7,F
"Iglooghost, Kai Whiston, Babii",Xyz,7,#N/A
Pj Harvey,The Hope Six Demolition Project,7,F
Ybn Cordae,The Lost Boy,7,M
Brittany Howard,Jaime,7,F
Pusha T,King Push - Darkest Before Dawn: The Prelude,7,M
Anderson .Paak,Ventura,7,M
Carly Rae Jepsen,Dedicated,7,F
Take Over And Destroy,Endless Night,7,#N/A
Injury Reserve,Injury Reserve,7,#N/A
Rapsody,Eve,7,F
Zillakami & Sosmula,City Morgue Vol. 2: As Good As Dead,7,#N/A
Glass Beach,The First Glass Beach Album,7,#N/A
Black Lips,Satan's Grafitti Or God's Art?,7,#N/A
Havok,Conformicide,7,#N/A
"The Body, Full Of Hell",One Day You Will Ache Like I Ache,7,#N/A
Ecco2k,E,7,M
Four Tet,Beatiful Rewind,7,M
La Dispute,Rooms Of The House,7,#N/A
Oranssi Pazuzu,Varahtelija,7,#N/A
Alunegeorge,Body Music,7,#N/A
Comet Gain,Howl Of The Lonely Crows,7,#N/A
Dinasour Jr.,I Bet On Sky,7,#N/A
Brockhampton,Iridesence,7,#N/A
David Bowie,The Next Day,7,M
Ttng,13.0.0.0.0,7,#N/A
Iggy Pop,Post Pop Depression,7,M
Sunn O))),Life Metal,7,#N/A
Jeffrey Lewis And The Deposit Returners,Works By Tul Kupferberg (1923-2010),7,#N/A
Poppy,Choke,7,F
Santigold,99¢,7,F
Blanck Mass,Animated Violence Mild,7,M
Vallenyfire,Splinters,7,#N/A
Mastadon,Once More 'Round The Sun,7,#N/A
Carly Rae Jepsen,E•Mo•Tion,7,F
Grouper,The Man Who Dies In His Boat,7,F
Janelle Monae,The Electric Lady,7,F
Cunninlynguists,Strange Journey Volume Three,7,#N/A
Czarface & Mf Doom,Czarface Meets Metal Face,7,#N/A
Preoccupations,Viet Cong,7,#N/A
Daniel Caesar,Freudian,7,M
Honkey Kong,Apathy,7,M
Lil Yachty,Lil Boat 2,7,M
Lou The Human,Humaniac,7,M
Young Thug,So Much Fun,7,M
Dram,Big Baby D.R.A.M.,7,M
Spellling,Mazy Fly,7,F
Thom Yorke,Anima,7,M
Neil Young And Crazy House,Americana,7,#N/A
100 Gecs,1000 Gecs,7,#N/A
Okonkolo,Cantos,7,#N/A
Onyx Collective,Lower East Suite Part Three,7,#N/A
Lim Kim,Generasian,7,F
Bill Callahan,Shepherd In A Sheepskin Vest,7,M
An Autumn For Crippled Children,Try Not To Destory Everyhting You Love,7,#N/A
Young Thug,Jeffery,7,M
The Unclouded,Hokey Fright,7,#N/A
Pop .1280,The Horror,7,#N/A
Chelsea Wolfe,Unkown Rooms: A Collection Of Acoustic Songs,7,F
Griselda,Wwcd,7,#N/A
Titus Andronicus,The Monitor,7,#N/A
Godflesh,A World Only Lit By Fire,7,#N/A
Nevermen,Nevermen,7,#N/A
Unkown Mortal Orchestra,Ii,7,#N/A
The World Is A Beatiful Place And I Am No Longer Afraid To Die,Harmlessness,7,#N/A
Swain,Negative Space,7,#N/A
Keiji Haino & Sumac,"American Dolar Bill - Keep Facing Sideways, You're Too Hideous To Look At Face On",7,#N/A
Stella Donnelly,Beware Of The Dogs,7,F
Parquet Courts,Human Performance,7,#N/A
Childish Gambino,"Awaken, My Love",7,M
Tnght,Ii,7,#N/A
Soap&Skin,Sugarbread,7,F
Herman DüNe,Strange Moosic,7,#N/A
Big Thief,Two Hands,7,#N/A
Blood Ceremony,Living The Ancients,7,#N/A
Maste Musiciand Of Bukkake,Totem Three,7,#N/A
James Blake,Assume Form,7,M
King Gizzard And The Lizard Wizard,Gumboot Soup,7,#N/A
Luara Marling,Once I Was An Eagle,7,#N/A
Weatherday,Come In,7,#N/A
Wreck & Reference,No Youth,7,#N/A
Black Thought & Salaam Remi,Streams Of Thought Vol. 2,7,#N/A
The World Is A Beatiful Place And I Am No Longer Afraid To Die,"Whenever, If Ever",7,#N/A
Bibio,Silven Wilkinson,7,M
Jenny Hval,Innocence Is Kinny,7,F
Macklemore & Ryan Lewis,The Heist,7,#N/A
Micheal Kiwanuka,Kiwanuka,7,M
The Voidz,Tyranny,7,#N/A
Joey Purp,Iiidrops,7,M
Tierra Whack,Whack World,7,F
Dirty Projectors,Dirty Projectors,7,#N/A
Pharoahne Monch,Ptsd,7,#N/A
Anderson .Paak,Malibu,7,M
Nick Cave And The Bad Seeds,Ghosteen,7,#N/A
Florence + Machine,High As Hope,7,#N/A
Candy Claws,Ceres & Calypso In The Deep Time Forever,7,#N/A
Ti̇Tle Fi̇Ght,Floral Green,7,#N/A
Your Old Droog,It Wasn't Even Close,7,M
Ibibio Sound Machine,Doko Mien,7,#N/A
Rp Boo,"Fingers, Bank Pads, And Shoe Prints",7,M
George Clanton,Slide,7,M
Sigur Ros,Valtari,7,#N/A
Kyary Pamyu Pamyu,?????????? [Pika Pika Fantajin),7,F
Gang Starr,One Of The Best Yet,7,#N/A
Show Me The Body,Dog Whistle,7,#N/A
Spoon,The Want My Soul,7,#N/A
Skrillex,Scary Monster And Nice Sprites,7,M
Mr. Yoter,The Terrible Tale Of Scurvy Jones,7,#N/A
Ondatropica,Baile Bucanero,7,#N/A
Dr. Dre,Compton: A Soundtrack By Dr. Dre,7,M
Dos Monos,Dos City,7,#N/A
Charli Xcx,Number 1 Angel,7,F
Gorguts,Colorded Sands,8,#N/A
Yazz Ahmed,Polyhymnia,8,F
Clipping.,Midcity,8,#N/A
Sturgili Simpson,A Sailor's Guide To Earth,8,M
Alex Cameron,Miami Memory,8,M
The Tallest Man On Earth,The Wild Hunt,8,#N/A
Hop Along,"Bark Your Head Off, Dog",8,#N/A
Ghsotface Killah & Adrian Younge,Twelve Reasons To Die,8,#N/A
Girl Talk & Freeway,Broken Ankles Ep,8,#N/A
Rosalia,Los Angeles,8,F
Anamanaguchi,[Usa],8,#N/A
Danny Brown,Uknowhatimsayin¿,8,M
R.E.K.S.,R.E.K.S. (Rythmatic Eternal King Supreme),8,M
Ariel Pink's Haunted Grafitti,Before Today,8,M
Angel Olsen,My Woman,8,F
Zammuto,Zammuto,8,M
King Gizzard And The Lizard Wizard,Nonagon Infinity,8,#N/A
Ana Frango EléCtrico,Little Electric Chicken Heart,8,#N/A
King Gizzard And The Lizard Wizard,Infest The Rats' Nest,8,#N/A
"BjöRk, Dirty Porjectors",Mount Wittenberg Orca,8,#N/A
"Brian Eno, Jon Hopkins, Leo Abrahams",Small Craft On A Milk Sea,8,#N/A
Jpegmafia,All My Heroes Are Cornballs,8,M
The Highwomen,The Highwomen,8,#N/A
Chelsea Wolfe,Apokalypsis,8,F
Purple Mountains,Purple Mountains,8,M
Oneohtrix Point Never,Garden Of Delete,8,M
Uboa,The Origin Of My Depression,8,#N/A
Janelle Monae,Dirty Computer,8,F
Daphni,Sizzling,8,M
Touche Amore,Is Survived By,8,#N/A
Ty Segall Band,Salughterhouse,8,#N/A
Dayme Arecona,Cubafonia,8,F
Aphex Twin,Collapse,8,M
Thee Silver Mt. Zion Memorial Orchestra,Fuck Off Get Free We Pour Light On Everything,8,#N/A
Slowthai,Nothing Great About Britain,8,M
Radiohead,A Moon Shaped Pool,8,#N/A
Sonic Titan,Scratch 'N Sniff,8,#N/A
Kurt Vile,Walkin On A Pretty Daze,8,M
The I.L.Y.'S,Scum With Boundaries,8,#N/A
Slauson Malone,"A Quiet Farwell, Twenty Sixteen To Twenty Eighteen",8,M
Billie Ellish,"When We All Fall Asleep, Where Do We Go?",8,F
Neil Cicierega,Mouth Silence,8,M
Drake,If You're Reading This It's Too Late,8,M
Iglooghost,Chinese Nü Year,8,M
Andrew W.K.,You're Not Alone,8,M
Jay-Z,04:44,8,M
The Wythces,Annabel Dream Reader,8,#N/A
Neurosis,Fires Within Fires,8,#N/A
The Routine Is Hell,Howl,8,#N/A
Young Fathers,White Men Are Black Too,8,#N/A
Brockhampton,Ginger,8,#N/A
Dorian Electra,Flamboyant,8,NB
Carly Rae Jepsen,E•Mo•Tion: Side B,8,F
A$Ap Rocky,Live. Love. A$Ap,8,M
Kendrick Lamar,Untitled Ummastered.,8,M
Lizzo,Cuz I Love You,8,F
Ajj,Knife Man,8,#N/A
Thee Oh Sees,A Weird Exits,8,#N/A
D'angelo,Black Messiah,8,M
Crying,Beyond The Fleeting Gales,8,#N/A
Rosalia,El Mal Querer,8,F
Sunn O))),Pyroclasts,8,#N/A
Matana Roberts,Coin Coin Chapter One: Gens De Couleur Libre,8,F
The Comet Is Coming,Trust In The Lifeforce Of The Deep Mystery,8,#N/A
Young Thug & Carnage,Young Martha,8,#N/A
Deerhunter,Halycon Digest,8,#N/A
Conninlynguists,Oneirology,8,#N/A
Nicolas Jaar,Space Is Only Noice,8,M
Ariana Grande,"Thank U, Next",8,F
Napalm Death,Apex Predator - Easy Meat,8,#N/A
Oneothrix Point Never,Replica,8,M
Matmos,Plastic Anniversary,8,#N/A
Weezer,Weezer (White Album),8,#N/A
Joey Bada$$,All-Amerikkkan Bada$$,8,M
Jean Grae & Quelle Chris,Everything's Fine,8,#N/A
Liturgy,Aesthetica,8,#N/A
Billy Woods & Kenny Segal,Hiding Places,8,#N/A
"Colin Stetson, Sarah Neufeld",Never Were The Way She Was,8,#N/A
Clipping.,There Existed An Addiction To Blood,8,#N/A
Pup,Morbid Stuff,8,#N/A
Godspeed You! Black Emperor,Allelujah! Don't Bend! Ascend!,8,#N/A
Tropical Fuck Storm,A Laughing Death In Meatspace,8,#N/A
Action Bronson & The Alchemist,Rare Chandeliers,8,#N/A
Beyonce,Homecoming,8,F
Black Midi,Schlagenheim,8,#N/A
Denzel Curry,Zuu,8,M
Tropical Fuck Storm,Braindrops,8,#N/A
Theopilus London,Lovers Holiday,8,M
Lianne Le Havas,Blood,8,F
Clipping.,Splendor & Misery,8,#N/A
Everyhting Everyhting,Get To Heaven,8,#N/A
Fleet Foxes,Crack-Up,8,#N/A
Neil Cicierega,Mouth Sounds,8,M
Rapsody,Laila's Wisdom,8,F
Iglooghost,Neo Wax Bloom,8,M
Rohnert Park,Ceremony,8,#N/A
Stormzy,Heavy Is The Head,8,M
Janelle Monae,The Archandroid,8,F
Harmonicraft,Torche,8,#N/A
Lightning Bolt,Sonic Citadel,8,#N/A
Car Seat Headrest,Twin Fantasy,8,M
Pop. 1280,Paradise,8,#N/A
Cakes Da Killa,The Euology,8,M
Caroline Polachek,Pang,8,F
Haru Nemuri,春と修羅 (Harutosyura),8,F
Pro Era,Peep: The Aprocalypse,8,#N/A
Touche Amore,Stage Four,8,#N/A
Deathspell Omega,The Furnaces Of Palingenesia,8,#N/A
Moonsorrow,Jumalten Akia,8,#N/A
The Pains Of Beign Pure At Heart,Belong,8,#N/A
Various Artists,"Kankyo Ongaku: Japanese Ambient, Enviromental & New Age Music 1980-90",8,#N/A
Hobo Johnson,The Fall Of Hobo Johnson,8,M
High On Fire,Snakes For The Divine,8,#N/A
Kyary Pamyu Pamyu,なんだこれくしょん (Nanda Collection),8,F
Alvvays,Antisocialities,8,#N/A
Frank Ocean,Blonde,8,M
Freddie Gibbs & Madlib,Bandana,8,#N/A
Flume,Hi This Is Flume,8,M
Big K.R.I.T.,4eva N A Day,8,M
Flying Lotus,You're Dead!,8,M
Quelle Chris,Guns,8,M
Gorguts,Pleaides' Dust,8,#N/A
Black Thought,"Streams Of Thought, Vol. 1",8,M
Malibu Ken,Malibu Ken,8,#N/A
Marquis Hill,"Modern Flows, Vol. 2",8,M
Prince,Originals,8,M
The Drones,Feelin Kinda Free,8,#N/A
Lube Abbott,Holkham Drones,8,M
Das Racist,"Sit Down, Man",8,#N/A
Zeal And Ardor,Stranger Fruit,8,#N/A
Run The Jewels,Run The Jewels 3,8,#N/A
King Gizzard And The Lizard Wizard,Flying Microtonal Banana,8,#N/A
Mgmt,Congratulations,8,#N/A
Kirin J Callinan,Return To Center,8,M
Blu & Oh No,A Long Red Hot Los Angeles Summer Night,8,#N/A
My Bloody Valentine,M B V,8,#N/A
Jeff Rosenstock,Worry.,8,M
Lana Del Rey,Norman Fucking Rockwell!,8,F
Lingua Ignota,Caliigula,9,F
Ondatropica,Ondatropica,9,#N/A
Fiona Apple,The Idler Wheel,9,F
Matana Roberts,Coin Coin Chapter Four: Memphis,9,F
Big K.R.I.T.,4eva Is A Mighty Long Time,9,M
David Bowie,Blackstar,9,M
Charli Xcx,Charli,9,F
Little Simz,Grey Area,9,F
Otoboke Beaver,Itekoma Hits,9,#N/A
Death Grips,The Powers That B,9,#N/A
Liturgy,H.A.Q.Q.,9,#N/A
Xiu Xiu,Girl With Basket Of Fruit,9,#N/A
Beastie Boys,Hot Sauce Committee Pt.2,9,#N/A
A Tribe Called Quest,We Got It From Here... Thank You 4 Your Service,9,#N/A
A.A.L. (Against All Logic),2012-2017,9,M
Richard Dawson,2020,9,M
Big K.R.I.T.,Return Of 4eva,9,M
Weyes Blood,Titanic Rising,9,F
Gonjasufi,A Sufi And A Killer,9,M
Bob Dylan,Highway 61 Revisited,Classic,M
A Tribe Called Quest,The Low End Theory,Classic,#N/A
Captain Beefheart,Trout Mask Replica,Classic,#N/A
System Of A Down,Toxicity,Classic,#N/A
Marvin Gaye,What's Going On,Classic,M
Tangerine Dream,Phaedra,Classic,#N/A
Cannibal Ox,The Cold Vein,Classic,#N/A
Roland Kirk,I Talk With The Spirits,Classic,M
Wu-Tang Clan,Enter The Wu-Tang (36 Chambers),Classic,#N/A
Sleater-Kinney,The Woods,Classic,#N/A
Yes,Close To The Edge,Classic,#N/A
Godspeed You! Black Emperor,Lift Your Skinny Fists Like Antennas To Heaven,Classic,#N/A
N.W.A.,Straight Outta Compton,Classic,#N/A
The Microphones,The Glow Pt. 2,Classic,#N/A
Miles Davis,Bitches Brew,Classic,M
Lauryn Hill,The Miseducation Of Lauryn Hill,Classic,F
My Bloody Valentine,Loveless,Classic,#N/A
Converge,Jane Doe,Classic,#N/A
Nina Simone,Pastel Blues,Classic,F
Iron Maiden,The Number Of The Beast,Classic,#N/A
Clipse,Hell Hath No Fury,Classic,#N/A
Joy Division,Unknown Pleasures,Classic,#N/A
Aphex Twin,Selected Ambient Works 85-92,Classic,M
Neutral Milk Hotel,In The Aeroplane Over The Sea,Classic,#N/A
Burial,Untrue,Classic,#N/A
Nirvana,In Utero,Classic,#N/A
Janet Jackson,The Velvet Rope,Classic,F
Prince And The Revolution,Purple Rain,Classic,#N/A
King Crimson,In The Court Of The Crimson King,Classic,#N/A
Tom Waits,Rain Dogs,Classic,M
Dj Shadow,Endtroducing...,Classic,M
Fugazi,Repeater,Classic,#N/A
Ween,Chocolate And Cheese,Classic,#N/A
Kraftwerk,Trans Europe Express,Classic,#N/A
David Bowie,The Rise And Fall Of Ziggy Stardust And The Spiders From Mars,Classic,M
Michael Jackson,Thriller,Classic,M
Johnny Cash,At Folsom Prison,Classic,M
Frank Zappa,Hot Rats,Classic,M
Talking Heads,Remain In Light,Classic,#N/A
Talk Talk,Laughing Stock,Classic,#N/A
My Chemical Romance,The Black Parade,Classic,#N/A
Slint,Spiderland,Classic,#N/A
The Velvet Underground & Nico,The Velvet Underground & Nico,Classic,#N/A
Emperor,In The Nightside Eclipse,Classic,#N/A
Nas,Illmatic,Classic,M
Kate Bush,Hounds Of Love,Classic,F
Daft Punk,Discovery,Classic,#N/A
Madvillain,Madvillainy,Classic,#N/A
The Postal Service,Give Up,Classic,#N/A
Outkast,Atliens,Classic,#N/A
Dead Kennedys,Plasti Surgery Disasters,Classic,#N/A
Patti Smith,Horses,Classic,F
Radiohead,Kid A,Classic,#N/A
Trippie Redd,!,Not Good,M
Future,Hndrxx,Not Good,M
Post Malone,Stoney,Not Good,M
Linkin Park,One More Light,Not Good,#N/A
